label,c1,c2,h2,intensity
peak46,25.721,25.721,0.756,6.81E+07
peak47,25.737,25.736,0.323,2.16E+07
peak48,25.743,23.989,0.508,1.62E+07
peak49,25.732,23.186,0.865,2.28E+07
peak50,25.738,22.606,0.658,7.47E+07
peak51,25.736,14.124,1.003,3.35E+07
peak52,25.662,26.612,1.239,9.12E+06
peak53,25.661,25.666,1.188,1.64E+08
peak54,25.669,25.673,0.790,1.75E+08
peak55,25.662,24.736,0.910,1.25E+07
peak56,25.662,24.209,0.881,1.24E+07
peak57,25.658,24.071,1.295,3.21E+07
peak58,25.678,23.992,0.959,2.50E+07
peak59,25.660,23.497,0.767,6.24E+07
peak60,25.663,21.392,0.499,1.46E+07
peak61,25.537,26.819,0.973,3.69E+07
peak62,25.549,26.391,1.021,1.07E+07
peak63,25.542,26.433,0.764,1.11E+07
peak64,25.595,25.590,1.042,9.46E+07
peak65,25.542,25.540,1.015,1.47E+08
peak66,25.597,24.503,1.012,2.00E+07
peak67,25.528,22.497,0.930,8.58E+06
peak68,25.557,24.544,0.690,1.37E+07
peak69,25.224,26.815,0.974,1.06E+07
peak70,25.187,26.407,1.019,1.16E+07
peak71,25.244,25.245,0.879,2.47E+08
peak72,25.232,22.615,0.698,9.72E+07
peak73,25.178,22.491,0.931,1.12E+07
peak74,25.183,13.730,0.595,8.90E+06
peak75,25.170,26.421,0.763,8.64E+06
peak76,25.166,25.169,0.438,2.49E+08
peak77,25.170,24.543,0.690,5.99E+07
peak78,24.865,26.418,0.823,9.42E+06
peak79,24.891,24.883,0.940,9.09E+07
peak80,24.862,24.867,0.836,1.04E+08
peak81,24.856,23.352,0.547,1.01E+07
peak82,24.871,21.418,0.929,3.85E+07
peak83,24.758,25.674,1.188,1.24E+07
peak84,24.828,24.826,1.018,3.33E+08
peak85,24.806,24.800,0.873,3.60E+07
peak86,24.761,24.759,0.910,1.68E+08
peak87,24.753,24.214,0.880,5.70E+07
peak88,24.754,24.077,1.296,1.15E+07
peak89,24.827,23.490,0.934,1.04E+08
peak90,24.829,8.859,0.719,2.99E+07
peak91,24.714,23.951,0.950,9.17E+06
peak92,24.614,24.611,0.639,6.92E+07
peak93,24.620,21.598,0.987,4.36E+07
peak94,24.625,19.675,0.044,8.27E+06
peak95,24.621,19.611,0.303,1.98E+07
peak96,24.557,26.802,0.973,1.03E+07
peak97,24.546,26.405,1.019,2.24E+07
peak98,24.539,26.438,0.764,1.37E+07
peak99,24.523,25.548,1.019,1.47E+07
peak100,24.543,25.238,0.879,8.53E+06
peak101,24.546,25.168,0.438,5.50E+07
peak102,24.543,24.542,0.690,2.16E+08
peak103,24.544,22.617,0.698,1.09E+07
peak104,24.540,22.492,0.930,2.76E+07
peak105,24.529,13.717,0.596,2.02E+07
peak106,24.480,25.598,1.044,1.97E+07
peak107,24.479,24.489,1.013,1.41E+08
peak108,24.430,21.121,0.644,1.44E+07
peak109,24.487,13.864,0.775,8.18E+06
peak110,24.405,13.351,0.651,1.36E+07
peak111,24.380,26.429,0.824,9.63E+06
peak112,24.388,24.876,0.838,1.01E+07
peak113,24.384,24.384,0.447,1.22E+08
peak114,24.385,23.355,0.547,5.19E+07
peak115,24.385,23.009,1.027,8.10E+06
peak116,24.388,21.850,0.491,1.18E+07
peak117,24.184,26.615,0.800,1.17E+07
peak118,24.201,24.738,0.909,6.24E+07
peak119,24.180,24.183,1.126,4.12E+07
peak120,24.209,24.210,0.880,1.99E+08
peak121,24.067,26.630,0.640,8.34E+06
peak122,24.100,25.665,1.188,4.23E+07
peak123,24.089,24.072,1.295,8.24E+07
peak124,24.080,24.072,0.766,7.46E+07
peak125,23.995,27.240,0.986,1.05E+07
peak126,24.039,26.610,1.239,4.19E+07
peak127,24.054,25.666,0.790,2.24E+07
peak128,23.986,25.739,0.323,1.18E+07
peak129,24.046,24.038,0.958,1.02E+08
peak130,24.010,24.015,0.507,4.99E+07
peak131,24.055,23.500,0.768,1.64E+07
peak132,24.014,16.085,0.228,1.31E+07
peak133,24.030,11.924,0.802,8.42E+06
peak134,23.934,24.746,1.016,1.09E+07
peak135,23.947,23.962,0.902,1.66E+07
peak136,23.902,23.886,1.347,4.40E+07
peak137,23.919,21.433,1.169,1.83E+07
peak138,23.911,19.603,0.303,1.18E+07
peak139,23.768,26.189,0.934,2.10E+07
peak140,23.754,25.749,0.755,1.68E+07
peak141,23.771,23.769,0.959,8.12E+07
peak142,23.590,27.865,0.752,1.47E+07
peak143,23.501,25.665,0.790,6.16E+07
peak144,23.503,25.723,0.322,8.87E+06
peak145,23.487,24.829,1.018,1.06E+08
peak146,23.512,23.992,0.508,1.20E+07
peak147,23.486,23.490,0.934,3.04E+08
peak148,23.500,23.499,0.767,3.08E+08
peak149,23.476,23.478,0.427,2.87E+07
peak150,23.496,23.494,0.171,2.07E+07
peak151,23.502,21.403,0.500,1.15E+07
peak152,23.496,21.140,0.791,1.61E+07
peak153,23.499,20.742,-0.408,7.60E+06
peak154,23.488,19.497,-0.586,1.86E+07
peak155,23.490,8.860,0.719,1.70E+07
peak156,23.322,26.434,0.824,1.16E+07
peak157,23.300,26.435,0.764,1.21E+07
peak158,23.274,24.890,0.837,1.27E+07
peak159,23.357,24.386,0.448,4.81E+07
peak160,23.358,23.353,0.547,1.40E+08
peak161,23.340,21.799,0.492,7.82E+06
peak162,23.341,21.112,0.644,2.19E+07
peak163,23.350,13.708,0.596,7.76E+06
peak164,23.356,13.450,0.658,1.55E+07
peak165,23.225,27.225,0.985,1.29E+07
peak166,23.261,26.864,0.974,1.50E+07
peak167,23.217,25.596,1.043,1.02E+07
peak168,23.257,25.553,1.018,9.44E+06
peak169,23.248,24.045,0.765,8.68E+06
peak170,23.260,23.264,1.000,5.87E+07
peak171,23.201,23.201,0.727,6.51E+07
peak172,23.263,20.201,0.469,2.74E+07
peak173,23.223,16.124,0.229,8.47E+06
peak174,23.196,27.848,0.753,7.78E+06
peak175,23.195,26.218,0.161,9.23E+06
peak176,23.186,25.727,0.755,2.22E+07
peak177,23.153,23.156,0.867,1.41E+08
peak178,23.183,23.194,0.795,2.24E+07
peak179,23.021,24.400,0.447,1.14E+07
peak180,23.030,21.435,0.929,8.31E+06
peak181,23.017,26.424,0.824,4.73E+07
peak182,23.013,23.011,1.026,1.44E+08
peak183,22.724,26.960,0.382,8.69E+06
peak184,22.723,22.703,0.337,1.26E+07
peak185,22.612,25.248,0.879,7.32E+07
peak186,22.612,22.614,0.698,1.95E+08
peak187,22.600,22.607,0.658,2.64E+08
peak188,22.598,25.736,0.822,6.86E+07
peak189,22.592,25.172,0.438,3.34E+07
peak190,22.530,24.541,0.691,3.28E+07
peak191,22.548,24.391,0.448,9.49E+06
peak192,22.552,22.553,1.170,1.15E+08
peak193,22.553,21.840,0.490,3.94E+07
peak194,22.528,21.117,0.645,7.64E+06
peak195,22.592,14.125,1.003,1.25E+07
peak196,22.531,13.716,0.596,1.29E+07
peak197,22.511,26.807,0.973,1.07E+07
peak198,22.495,26.405,1.019,2.82E+07
peak199,22.510,26.421,0.763,1.37E+07
peak200,22.496,22.492,0.930,8.89E+07
peak201,22.506,13.297,0.647,1.25E+07
peak202,22.337,22.349,0.695,6.31E+07
peak203,22.335,18.464,0.793,3.10E+07
peak204,21.860,24.387,0.449,1.50E+07
peak205,21.851,23.369,0.548,8.83E+06
peak206,21.852,22.552,1.170,3.94E+07
peak207,21.599,24.618,0.639,3.42E+07
peak208,21.598,21.599,0.988,1.78E+08
peak209,21.631,21.629,0.499,2.20E+08
peak210,21.628,20.137,0.643,6.49E+07
peak211,21.614,11.925,0.802,3.45E+07
peak212,21.491,26.610,1.239,1.89E+07
peak213,21.552,19.624,0.303,1.37E+07
peak214,21.416,26.413,0.824,1.38E+07
peak215,21.417,24.874,0.836,3.41E+07
peak216,21.425,24.048,0.958,9.85E+06
peak217,21.432,23.875,1.347,1.97E+07
peak218,21.434,23.202,0.923,8.32E+06
peak219,21.429,23.016,1.027,8.29E+06
peak220,21.431,21.426,1.168,3.76E+07
peak221,21.421,21.421,0.929,1.05E+08
peak222,21.425,12.666,0.842,1.54E+07
peak223,21.380,25.669,0.790,2.14E+07
peak224,21.382,23.491,0.767,1.72E+07
peak225,21.364,21.368,0.773,2.24E+08
peak226,21.379,20.721,-0.407,2.78E+07
peak227,21.366,19.723,0.766,6.97E+07
peak228,21.143,26.943,0.384,7.79E+06
peak229,21.138,23.500,0.172,1.01E+07
peak230,21.139,21.166,0.790,4.29E+07
peak231,21.106,26.435,0.762,2.39E+07
peak232,21.107,24.558,0.690,7.65E+06
peak233,21.108,24.384,0.447,1.16E+07
peak234,21.110,23.356,0.546,1.99E+07
peak235,21.107,21.108,0.644,9.85E+07
peak236,21.104,13.711,0.596,8.83E+06
peak237,21.111,13.473,0.659,1.34E+07
peak238,20.996,21.008,0.939,1.80E+07
peak239,20.961,20.964,0.898,8.56E+06
peak240,20.726,25.663,0.790,7.67E+06
peak241,20.710,23.505,0.766,8.62E+06
peak242,20.718,21.404,0.499,2.37E+07
peak243,20.717,20.725,-0.407,5.36E+07
peak244,20.525,20.529,0.960,1.05E+07
peak245,20.194,23.278,1.000,2.33E+07
peak246,20.145,21.632,0.499,5.75E+07
peak247,20.192,20.198,0.469,8.23E+07
peak248,20.143,20.138,0.643,2.87E+08
peak249,20.142,11.922,0.802,2.19E+07
peak250,19.733,21.615,0.498,1.43E+07
peak251,19.721,21.371,0.773,5.56E+07
peak252,19.721,19.722,0.766,2.70E+08
peak253,19.713,19.713,0.193,1.06E+07
peak254,19.631,26.605,1.239,1.17E+07
peak255,19.633,24.632,0.639,2.66E+07
peak256,19.623,23.878,1.347,1.59E+07
peak257,19.641,21.603,0.988,1.82E+07
peak258,19.630,21.428,1.168,9.96E+06
peak259,19.649,19.672,0.045,5.95E+07
peak260,19.616,19.607,0.303,1.56E+08
peak261,19.487,23.489,0.427,1.13E+07
peak262,19.491,19.504,-0.587,2.60E+07
peak263,18.457,22.336,0.695,2.14E+07
peak264,18.458,18.470,0.793,9.70E+07
peak265,16.109,24.053,0.959,9.93E+06
peak266,16.116,16.116,0.228,2.59E+07
peak267,14.129,25.741,0.822,2.13E+07
peak268,14.124,22.610,0.657,8.31E+06
peak269,14.130,14.127,1.003,1.88E+08
peak270,13.940,13.922,0.328,1.85E+07
peak271,13.858,13.861,0.775,8.60E+07
peak272,13.852,12.859,0.841,9.07E+06
peak273,13.719,25.169,0.440,7.92E+06
peak274,13.720,24.548,0.691,1.45E+07
peak275,13.719,13.719,0.595,9.59E+07
peak276,13.655,13.662,0.424,2.32E+07
peak277,13.464,23.350,0.547,1.13E+07
peak278,13.485,21.100,0.644,8.02E+06
peak279,13.473,13.476,0.660,1.35E+08
peak280,13.296,22.504,0.931,1.11E+07
peak281,13.296,13.295,0.647,9.60E+07
peak282,13.101,13.101,0.863,7.92E+06
peak283,12.662,21.424,0.928,1.20E+07
peak284,12.660,12.663,0.841,1.70E+08
peak285,11.918,26.614,1.239,1.72E+07
peak286,11.916,21.628,0.500,1.55E+07
peak287,11.916,20.140,0.643,1.52E+07
peak288,11.915,11.919,0.802,1.69E+08
peak289,11.296,11.301,0.202,2.40E+07
peak290,8.847,24.827,1.018,2.16E+07
peak291,8.849,23.490,0.934,1.07E+07
peak292,8.846,8.854,0.719,2.31E+08
peak293,19.670,11.944,0.803,7.40E+06
peak294,24.865,12.662,0.841,5.15E+06
peak295,26.423,12.697,0.838,3.20E+06
peak296,25.610,13.856,0.773,3.64E+06
peak297,13.314,14.171,1.003,5.45E+06
peak298,24.461,14.280,0.987,3.97E+06
peak299,23.050,13.315,0.649,6.58E+06
peak300,21.863,13.729,0.595,4.33E+06
peak301,13.301,13.717,0.594,5.04E+06
peak302,26.647,13.909,0.323,4.84E+06
peak303,26.200,13.972,0.327,3.29E+06
peak304,24.479,11.321,0.205,2.91E+06
peak305,28.081,11.333,0.203,2.11E+06
peak306,26.587,16.148,0.225,3.90E+06
peak307,25.741,16.155,0.227,3.77E+06
peak308,27.248,16.125,0.228,7.14E+06
peak309,21.395,16.077,0.227,2.58E+06
peak310,26.606,20.192,0.647,2.72E+06
peak311,24.022,21.432,0.501,5.46E+06
peak312,25.663,20.733,-0.408,7.01E+06
peak313,26.963,19.532,-0.589,3.17E+06
peak314,25.711,19.496,-0.586,6.04E+06
peak315,21.153,19.495,-0.591,4.28E+06
peak316,22.696,19.514,-0.586,3.67E+06
peak317,24.003,19.532,-0.586,4.07E+06
peak318,22.715,23.472,0.427,6.71E+06
peak319,26.958,23.465,0.426,3.38E+06
peak320,26.613,19.600,0.303,6.42E+06
peak321,11.920,19.692,0.303,2.26E+06
peak322,23.889,19.668,0.047,4.43E+06
peak323,21.576,19.666,0.046,4.73E+06
peak324,26.811,20.195,0.468,3.75E+06
peak325,26.438,20.207,0.469,3.94E+06
peak326,25.539,20.171,0.471,2.83E+06
peak327,24.891,20.220,0.470,3.29E+06
peak328,24.111,20.189,0.468,2.96E+06
peak329,25.542,23.303,1.002,5.79E+06
peak330,24.862,23.299,1.001,5.97E+06
peak331,21.110,23.292,0.999,4.22E+06
peak332,25.737,21.125,0.791,4.30E+06
peak333,22.735,21.121,0.795,3.86E+06
peak334,19.495,21.150,0.791,6.25E+06
peak335,26.981,23.486,0.171,2.83E+06
peak336,25.721,23.494,0.171,4.85E+06
peak337,23.983,23.537,0.170,4.54E+06
peak338,19.497,23.498,0.170,7.01E+06
peak339,11.916,21.434,1.169,4.33E+06
peak340,27.226,21.452,1.167,6.13E+06
peak341,27.247,23.884,1.346,4.05E+06
peak342,26.623,23.867,1.346,5.08E+06
peak343,11.920,21.605,0.989,7.27E+06
peak344,26.598,21.612,0.989,7.34E+06
peak345,24.065,21.609,0.987,5.03E+06
peak346,11.915,24.630,0.640,2.71E+06
peak347,26.582,24.666,0.639,4.40E+06
peak348,13.702,21.850,0.490,2.88E+06
peak349,23.330,21.408,0.929,6.39E+06
peak350,12.652,24.897,0.835,2.85E+06
peak351,20.206,24.894,0.836,3.49E+06
peak352,25.152,21.105,0.645,4.06E+06
peak353,24.872,21.120,0.643,5.74E+06
peak354,25.506,21.098,0.643,4.41E+06
peak355,26.817,21.116,0.644,5.82E+06
peak356,20.230,26.452,0.767,3.66E+06
peak357,13.761,26.425,0.765,3.69E+06
peak358,13.299,26.422,0.761,3.04E+06
peak359,13.860,25.582,1.047,3.68E+06
peak360,14.271,24.518,1.012,2.99E+06
peak361,13.878,24.487,1.014,4.87E+06
peak362,11.300,24.521,1.012,3.59E+06
peak363,23.482,26.979,0.383,5.65E+06
peak364,26.941,22.708,0.337,7.34E+06
peak365,23.474,22.688,0.337,6.54E+06
peak366,19.490,22.690,0.340,3.02E+06
peak367,21.432,24.016,0.509,6.02E+06
peak368,19.523,24.015,0.508,6.84E+06
peak369,16.115,24.015,0.507,3.38E+06
peak370,26.613,23.980,0.509,4.99E+06
peak371,27.198,25.724,0.324,3.34E+06
peak372,26.530,25.740,0.323,2.83E+06
peak373,19.493,25.744,0.322,6.80E+06
peak374,23.200,25.772,0.322,3.45E+06
peak375,16.100,23.214,0.923,6.92E+06
peak376,26.607,23.208,0.920,4.43E+06
peak377,16.110,27.282,0.988,5.67E+06
peak378,21.445,27.250,0.983,6.05E+06
peak379,26.607,27.257,0.984,3.68E+06
peak380,25.737,27.257,0.984,3.87E+06
peak381,16.125,26.590,1.238,4.84E+06
peak382,27.244,26.620,1.239,4.98E+06
peak383,24.634,26.627,1.239,7.10E+06
peak384,23.511,26.613,1.239,6.61E+06
peak385,23.235,26.630,1.241,5.63E+06
peak386,20.119,26.631,1.237,4.14E+06
peak387,11.923,24.048,0.961,4.95E+06
peak388,19.620,24.038,0.957,4.03E+06
peak389,27.242,24.080,0.959,4.71E+06
peak390,21.569,24.089,0.958,7.63E+06
peak391,26.612,23.493,0.768,3.70E+06
peak392,24.832,23.463,0.769,7.23E+06
peak393,22.549,23.341,0.547,6.15E+06
peak394,13.720,24.388,0.448,4.72E+06
peak395,13.360,24.403,0.449,7.17E+06
peak396,21.419,24.407,0.449,5.24E+06
peak397,21.124,26.828,0.971,5.44E+06
peak398,20.194,26.835,0.974,4.56E+06
peak399,22.539,25.532,1.013,7.43E+06
peak400,21.126,25.514,1.016,3.99E+06
peak401,13.725,22.482,0.930,7.48E+06
peak402,21.117,22.504,0.929,7.33E+06
peak403,23.299,22.465,0.930,6.75E+06
peak404,13.269,26.438,1.021,3.27E+06
peak405,21.136,26.403,1.020,3.27E+06
peak406,23.313,26.425,1.020,2.87E+06
peak407,13.735,26.438,1.021,2.51E+06
peak408,23.792,28.051,0.742,7.79E+06
peak409,28.072,23.827,0.229,3.33E+06
peak410,26.641,23.784,0.228,2.33E+06
peak411,21.149,25.174,0.436,3.58E+06
peak412,26.829,25.174,0.438,7.13E+06
peak413,12.806,26.393,0.832,2.73E+06
peak414,13.297,23.022,1.027,4.61E+06
peak415,24.870,23.011,1.028,5.16E+06
peak416,25.719,27.832,0.754,4.52E+06
peak417,24.486,23.189,0.727,6.99E+06
peak418,25.626,23.211,0.726,9.36E+06
peak419,24.178,26.235,0.937,6.30E+06
peak420,25.760,26.197,0.937,5.62E+06
peak421,26.589,26.168,0.935,7.80E+06
peak422,13.888,26.643,0.799,3.69E+06
peak423,26.183,24.195,1.123,5.07E+06
peak424,13.919,24.203,1.130,2.50E+06
peak425,23.818,26.652,0.640,4.69E+06
peak426,23.971,23.505,0.428,3.18E+06
peak427,23.232,23.975,0.509,7.92E+06
peak428,25.741,16.155,0.227,3.77E+06
peak429,21.643,19.734,0.766,1.81E+07
peak430,19.722,20.176,0.643,9.36E+06
peak431,24.194,13.950,0.327,2.03E+06
peak432,23.752,23.193,0.867,7.32E+06
peak433,26.162,25.739,0.756,6.61E+06
peak434,11.271,13.860,0.771,1.77E+06
peak435,24.872,24.415,0.447,8.27E+06
peak436,24.401,21.469,0.929,3.85E+06
peak437,23.105,24.876,0.837,7.32E+06
peak438,21.123,24.876,0.836,5.35E+06
peak439,24.063,23.496,0.934,1.70E+07
peak440,25.722,23.766,0.959,2.23E+07
peak441,13.718,23.373,0.546,6.58E+06
peak442,24.057,23.216,0.921,9.75E+06
peak443,24.379,22.573,1.170,5.07E+06
peak444,23.351,22.573,1.171,3.30E+06
peak445,13.717,21.132,0.644,6.63E+06
peak446,14.123,13.303,0.647,2.14E+06
peak447,13.728,13.314,0.647,7.23E+06
peak448,13.933,26.225,0.171,1.62E+06
peak449,16.092,25.764,0.323,1.29E+06
peak450,23.209,24.515,1.013,8.18E+06
peak451,16.086,21.354,1.167,1.73E+06
peak452,19.488,26.989,0.385,2.53E+06
peak453,23.487,24.045,0.958,2.19E+07
peak454,23.798,23.795,0.230,5.80E+06
peak455,11.252,28.054,0.745,1.42E+06
peak456,26.610,21.548,0.503,3.93E+06
peak457,21.635,26.646,1.239,1.65E+07
peak458,20.199,25.564,1.017,1.79E+06
peak459,20.189,24.144,1.293,1.51E+06
peak460,23.259,21.112,0.643,1.46E+07
peak461,21.166,25.760,0.323,2.29E+06
peak462,21.443,25.757,0.325,2.20E+06
peak463,21.440,11.946,0.803,1.58E+07
peak464,23.186,11.943,0.803,2.97E+06
peak465,23.218,21.439,1.168,6.09E+06
peak466,24.616,11.962,0.800,3.86E+06
peak467,24.616,21.454,1.169,2.09E+06
peak468,21.454,24.658,0.636,1.05E+07
peak469,23.897,26.645,1.238,2.67E+07
peak470,24.005,21.430,1.168,1.31E+07
peak471,25.731,23.219,0.923,4.27E+06
peak472,24.043,19.559,0.303,8.76E+06
peak473,24.059,27.275,0.986,8.04E+06
peak474,24.391,13.742,0.596,8.22E+06
peak475,26.425,23.297,1.000,1.14E+07
peak476,26.198,26.619,0.800,7.40E+06
peak477,20.148,19.705,0.766,9.09E+06
peak478,23.194,23.777,0.959,1.02E+07
peak479,25.740,21.431,1.168,1.75E+06
peak480,11.959,23.214,0.926,1.75E+06
peak481,28.049,23.629,0.981,5.29E+06
peak482,27.899,28.066,0.739,1.20E+07
peak483,11.286,14.291,0.992,1.76E+06
peak484,13.856,11.308,0.204,2.04E+06
peak485,14.300,11.277,0.205,7.51E+05
peak486,23.596,28.048,0.741,9.17E+06
